"id","trial","trial_index","abstract","treatment","treatment_string","general_topic","abstract_title","abstract_text","stimulus","decision1_resp","decision1_rt","for_resp","for_resp_factor","for_rt","decision2_resp","decision2_rt","rethink_resp","rethink_rt","read1_rt","read2_rt","study_duration_minutes"
31,6,38,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",89,4573,5,6,3027,91,3931,1,1753,26628,7974,28.1291666666667
35,12,71,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",80,3973,5,6,2941,79,2556,0,4310,23669,NA,17.6402833333333
3,5,33,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",88,2555,4,5,1994,88,2871,1,1150,31439,16507,19.1565666666667
73,9,54,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",41,2029,2,3,2112,39,3083,0,1125,21437,NA,12.8285666666667
26,14,83,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",50,3743,5,6,1769,50,1184,0,732,16937,NA,18.1592166666667
34,6,39,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",53,2116,3,4,2865,55,4198,1,1364,20238,19460,23.3266333333333
33,7,47,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",90,6408,6,7,2908,90,2599,1,1071,36067,8148,35.3196166666667
18,5,30,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",44,2039,3,4,2447,60,2655,1,4767,44972,25364,24.1999833333333
25,14,84,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",79,7360,4,5,2761,80,3967,0,2429,145465,NA,44.7174833333333
5,11,66,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",69,1907,4,5,3788,70,2091,0,1073,33118,NA,16.3190333333333
71,2,12,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",49,19849,3,4,12805,56,4014,0,63762,73164,NA,41.2572666666667
56,5,31,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",10,5997,4,5,11232,10,5117,1,2780,47455,34083,34.92985
24,17,101,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",89,4255,6,7,2911,89,4135,0,2542,41531,NA,23.4921166666667
51,16,97,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",8,2059,5,6,2569,9,1557,0,856,488623,NA,39.1102833333333
70,15,89,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",71,5220,5,6,2940,69,4637,0,1355,4076,NA,18.6958666666667
7,13,78,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",30,2035,4,5,2258,29,1891,0,1765,24712,NA,17.3102166666667
12,14,91,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",45,8270,2,3,2606,75,3582,1,2134,42057,27940,30.9255333333333
50,2,12,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",20,4532,4,5,4049,20,5563,0,5592,19546,NA,25.6168833333333
69,4,26,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",80,4045,4,5,4765,79,7432,0,1835,53831,NA,44.1231666666667
2,9,54,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",50,5895,2,3,3594,50,4130,0,1636,8528,NA,15.3299166666667
72,8,47,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",9,2188,6,7,2419,7,3114,0,1769,36398,NA,17.3563333333333
57,2,12,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",59,5319,4,5,4201,59,2882,1,3489,26099,4179,52.7400666666667
14,6,36,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",78,5850,5,6,5733,70,4864,0,8413,37443,NA,18.5198833333333
64,5,31,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",69,1719,4,5,1728,60,2200,1,1167,61008,49315,30.2517166666667
17,11,66,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",80,3793,5,6,3782,80,4100,0,1354,27016,NA,23.4265333333333
48,15,103,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",61,3046,3,4,3390,60,1672,1,1155,13647,3272,80.1885666666667
4,6,40,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",82,2410,5,6,4379,81,2268,1,970,34964,19309,24.5788666666667
47,5,29,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",100,6911,6,7,2518,100,3479,0,2061,26287,NA,14.3545333333333
55,13,78,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",13,2679,4,5,1452,18,1917,0,712,17999,NA,15.628
66,4,26,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",94,6618,4,5,4232,93,3990,1,1614,18034,5833,19.6713333333333
54,9,55,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",80,4011,5,6,3264,80,4595,0,2759,14655,NA,18.55555
46,12,71,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",11,2860,0,1,3057,16,3753,0,1124,1426,NA,4.87618333333333
15,11,72,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",56,3581,4,5,1900,55,4516,0,897,18532,NA,18.1564333333333
61,9,53,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",90,4965,0,1,4473,78,3324,0,1510,4720,NA,8.6141
49,10,61,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",80,4176,4,5,4155,69,3073,0,2895,29449,NA,24.3197
68,3,17,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",90,3271,5,6,3584,90,3415,0,2725,20858,NA,45.1274166666667
63,2,12,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",79,3735,4,5,3555,80,3052,1,3622,17536,1950,17.3092666666667
52,13,88,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",0,1730,4,5,3428,1,1552,1,1541,19203,13560,56.4502666666667
65,6,40,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",61,4651,4,5,2686,59,3640,1,843,30943,4454,15.97915
67,10,68,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",79,4761,5,6,2038,81,1524,1,915,29342,837,57.4463666666667
62,17,117,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",56,2848,4,5,2216,59,1818,1,956,23648,856,14.1099666666667
16,12,72,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",100,1760,5,6,1547,89,1667,0,1197,49801,NA,29.1092333333333
60,13,89,4,1,"conservative","Benin Bronzes","Contra restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push for restitution is often framed around the intangible values of dignity, and cultural memory rather than property rights, challenging the premise that legal acquisition legitimizes current ownership. However, this framing raises questions about the efficacy of reducing complex historical and cultural narratives to binary oppositions of moral right and legal might. This paper argues for a reevaluation of simplistic and emotionalized narratives around cultural restitution, advocating for a more balanced consideration of legal, ethical, and practical dimensions in the stewardship of the cultural heritage of southern Nigeria.","text/4b.html_decision1",20,8833,5,6,4125,21,2518,1,1047,24040,22397,27.0280333333333
53,7,43,4,-1,"progressive","Benin Bronzes","Pro restitution","This article examines the ongoing debates surrounding the restitution of the Benin Bronzes in the context of post-colonial dynamics and African art history. The push against restitution is often framed around the premise that legal acquisition legitimizes current ownership rather than around the intangible value of human dignity. Representatives from southern Nigeria, whose ancestors were victimized by colonial expropriation, argue not from the standpoint of property rights but from a demand for justice, and the human right to cultural memory. This paper argues for a reevaluation of revisionist narratives around cultural restitution, advocating for a more profound consideration of the ethical and moral responsibilities towards preserving and respecting the cultural heritage of southern Nigeria.","text/4a.html_decision1",77,2605,4,5,2880,72,2861,0,2637,33425,NA,19.9870833333333
